ngay,ma_ngoai_te,ten_ngoai_te,mua_tien_mat,mua_chuyen_khoan,ban
2/9/2020,KWD,KUWAITI DINAR,-,76229.12,79220.07
2/9/2020,MYR,MALAYSIAN RINGGIT,-,5566.61,5683.96
2/9/2020,NOK,NORWEGIAN KRONER,-,2467.5,2570.43
2/9/2020,RUB,RUSSIAN RUBLE,-,366.14,407.99
2/9/2020,SAR,SAUDI RIAL,-,6177.33,6419.71
2/9/2020,SEK,SWEDISH KRONA,-,2368.92,2457.88
2/10/2020,USD,US DOLLAR,23165,23195,23335
2/10/2020,EUR,EURO,24954.4,25206.46,26094.57
2/10/2020,GBP,POUND STERLING,29537.24,29835.6,30161.38
2/10/2020,JPY,YEN,204.73,206.8,214.09
2/10/2020,AUD,AUSTRALIAN DOLLAR,15265.23,15419.42,15744.46
2/10/2020,SGD,SINGAPORE DOLLAR,16466.51,16632.84,16848.12
2/10/2020,THB,THAILAND BAHT,654.56,727.29,760.66
2/10/2020,CAD,CANADIAN DOLLAR,17145.35,17318.54,17683.61
2/10/2020,CHF,SWISS FRANC,23318.95,23554.49,24051.01
2/10/2020,HKD,HONGKONG DOLLAR,2943.43,2973.16,3017.67
2/10/2020,CNY,YUAN RENMINBI,3259.85,3292.78,3362.19
2/10/2020,DKK,DANISH KRONE,-,3347.73,3473.45
2/10/2020,INR,INDIAN RUPEE,-,325.12,337.87
2/10/2020,KRW,KOREAN WON,17.87,18.81,20.6
2/10/2020,KWD,KUWAITI DINAR,-,76327.61,79322.33
2/10/2020,MYR,MALAYSIAN RINGGIT,-,5556.31,5673.44
2/10/2020,NOK,NORWEGIAN KRONER,-,2455.65,2558.08
2/10/2020,RUB,RUSSIAN RUBLE,-,363.37,404.9
2/10/2020,SAR,SAUDI RIAL,-,6185.15,6427.83
2/10/2020,SEK,SWEDISH KRONA,-,2367.76,2456.67
2/11/2020,USD,US DOLLAR,23150,23180,23320
2/11/2020,EUR,EURO,24845.72,25096.69,25980.94
2/11/2020,GBP,POUND STERLING,29545.14,29843.58,30169.45
2/11/2020,JPY,YEN,204.48,206.55,213.82
2/11/2020,AUD,AUSTRALIAN DOLLAR,15290.55,15445,15770.58
2/11/2020,SGD,SINGAPORE DOLLAR,16485.53,16652.05,16867.59
2/11/2020,THB,THAILAND BAHT,655.74,728.6,762.04
2/11/2020,CAD,CANADIAN DOLLAR,17139.27,17312.39,17677.34
2/11/2020,CHF,SWISS FRANC,23289.85,23525.1,24021.01
2/11/2020,HKD,HONGKONG DOLLAR,2942.84,2972.57,3017.08
2/11/2020,CNY,YUAN RENMINBI,3265.78,3298.77,3368.31
